websiteSku,convexRecordId,familyId,mediaStatus,renderMode,legacyUrl,releaseBlockers,catalogNotes,platePath,sourceQualityNote
GBCyl50AnSpLvn,kd7e1xff3nbq6dftw0x5rj45th81thte,cylinder-50ml-clear-18-415,validated_local,validated-master-reuse,https://www.bestbottles.com/product/cylinder-design-50-ml-glass-bottle-lavender-vintage-style-bulb-sprayer-shiny-silver-collar-cap,,,/Users/jordanrichter/.codex/worktrees/cc9c/Best-Bottles-Website-02-20-2026/dist/paper-doll/cylinder-complete/plates/cylinder-50ml-clear-18-415/GBCyl50AnSpLvn.front-on.webp,
GBCyl50AnSpMtSl,kd74zjjx67wqntdjd92pq50vv581vb80,cylinder-50ml-clear-18-415,validated_local,validated-master-reuse,https://www.bestbottles.com/product/cylinder-design-50-ml-glass-bottle-matte-silver-vintage-style-sprayer-matte-silver-collar-cap,,,/Users/jordanrichter/.codex/worktrees/cc9c/Best-Bottles-Website-02-20-2026/dist/paper-doll/cylinder-complete/plates/cylinder-50ml-clear-18-415/GBCyl50AnSpMtSl.front-on.webp,
GBCyl50AnSpPnk,kd7bawehdzhsrbsm2334qaxr8s81tt48,cylinder-50ml-clear-18-415,validated_local,validated-master-reuse,https://www.bestbottles.com/product/cylinder-design-50-ml-glass-bottle-pink-vintage-style-bulb-sprayer-shiny-gold-collar-cap,,,/Users/jordanrichter/.codex/worktrees/cc9c/Best-Bottles-Website-02-20-2026/dist/paper-doll/cylinder-complete/plates/cylinder-50ml-clear-18-415/GBCyl50AnSpPnk.front-on.webp,
GBCyl50AnSpRed,kd78j2913s3ddx13j5dtqz753d81vvah,cylinder-50ml-clear-18-415,validated_local,validated-master-reuse,https://www.bestbottles.com/product/cylinder-design-50-ml-glass-bottle-red-vintage-style-bulb-sprayer-shiny-silver-collar-cap,,,/Users/jordanrichter/.codex/worktrees/cc9c/Best-Bottles-Website-02-20-2026/dist/paper-doll/cylinder-complete/plates/cylinder-50ml-clear-18-415/GBCyl50AnSpRed.front-on.webp,
GBCyl50AnSpTslBlk,kd79edtgcy8je31tdp3wtqsadx81v4p7,cylinder-50ml-clear-18-415,validated_local,validated-master-reuse,https://www.bestbottles.com/product/cylinder-design-50-ml-glass-bottle-black-vintage-style-sprayer-with-tassel-shiny-silver-collar,,,/Users/jordanrichter/.codex/worktrees/cc9c/Best-Bottles-Website-02-20-2026/dist/paper-doll/cylinder-complete/plates/cylinder-50ml-clear-18-415/GBCyl50AnSpTslBlk.front-on.webp,
GBCyl50AnSpTslGl,kd72g4yhe9sk73tt5se31zpx7x81tdsp,cylinder-50ml-clear-18-415,validated_local,validated-master-reuse,https://www.bestbottles.com/product/cylinder-design-50-ml-glass-bottle-gold-vintage-style-sprayer-with-tassel-shiny-gold-collar,,,/Users/jordanrichter/.codex/worktrees/cc9c/Best-Bottles-Website-02-20-2026/dist/paper-doll/cylinder-complete/plates/cylinder-50ml-clear-18-415/GBCyl50AnSpTslGl.front-on.webp,
GBCyl50AnSpTslIvyGl,kd75qnedppzdq7sa5bvyqjrras81vbtg,cylinder-50ml-clear-18-415,validated_local,validated-master-reuse,https://www.bestbottles.com/product/cylinder-design-50-ml-glass-bottle-ivory-vintage-style-sprayer-with-tassel-shiny-gold-collar,,,/Users/jordanrichter/.codex/worktrees/cc9c/Best-Bottles-Website-02-20-2026/dist/paper-doll/cylinder-complete/plates/cylinder-50ml-clear-18-415/GBCyl50AnSpTslIvyGl.front-on.webp,
GBCyl50AnSpTslIvySl,kd73njcjq07e8hcfr8hdeprm1181v6zg,cylinder-50ml-clear-18-415,validated_local,validated-master-reuse,https://www.bestbottles.com/product/cylinder-design-50-ml-glass-bottle-ivory-vintage-style-sprayer-with-tassel-shiny-silver-collar,,,/Users/jordanrichter/.codex/worktrees/cc9c/Best-Bottles-Website-02-20-2026/dist/paper-doll/cylinder-complete/plates/cylinder-50ml-clear-18-415/GBCyl50AnSpTslIvySl.front-on.webp,
GBCyl50AnSpTslLvn,kd775ysxh85aw9c5t8ryy9fznd81vba6,cylinder-50ml-clear-18-415,validated_local,validated-master-reuse,https://www.bestbottles.com/product/cylinder-design-50-ml-glass-bottle-lavender-vintage-style-sprayer-with-tassel-shiny-silver-collar,,,/Users/jordanrichter/.codex/worktrees/cc9c/Best-Bottles-Website-02-20-2026/dist/paper-doll/cylinder-complete/plates/cylinder-50ml-clear-18-415/GBCyl50AnSpTslLvn.front-on.webp,
GBCyl50AnSpTslMtSl,kd7dgrrqkyqv86fg91gsr5038h81tmwr,cylinder-50ml-clear-18-415,validated_local,validated-master-reuse,https://www.bestbottles.com/product/cylinder-design-50-ml-glass-bottle-matte-silver-vintage-style-sprayer-with-tassel-matte-silver-collar,,,/Users/jordanrichter/.codex/worktrees/cc9c/Best-Bottles-Website-02-20-2026/dist/paper-doll/cylinder-complete/plates/cylinder-50ml-clear-18-415/GBCyl50AnSpTslMtSl.front-on.webp,
GBCyl50AnSpTslPnk,kd73991q6te6hmq3gwpyahax8x81vnpq,cylinder-50ml-clear-18-415,validated_local,validated-master-reuse,https://www.bestbottles.com/product/cylinder-design-50-ml-glass-bottle-pink-vintage-style-sprayer-with-tassel-shiny-gold-collar,,,/Users/jordanrichter/.codex/worktrees/cc9c/Best-Bottles-Website-02-20-2026/dist/paper-doll/cylinder-complete/plates/cylinder-50ml-clear-18-415/GBCyl50AnSpTslPnk.front-on.webp,
GBCyl50AnSpTslRed,kd7828dx6xyd9escch29c8rrs981tsn4,cylinder-50ml-clear-18-415,validated_local,validated-master-reuse,https://www.bestbottles.com/product/cylinder-design-50-ml-glass-bottle-red-vintage-style-sprayer-with-tassel-shiny-silver-collar,,,/Users/jordanrichter/.codex/worktrees/cc9c/Best-Bottles-Website-02-20-2026/dist/paper-doll/cylinder-complete/plates/cylinder-50ml-clear-18-415/GBCyl50AnSpTslRed.front-on.webp,
GBCyl50AnSpTslWht,kd7chtpc5fzx88aa69890hbp7n81thtt,cylinder-50ml-clear-18-415,validated_local,validated-master-reuse,https://www.bestbottles.com/product/cylinder-design-50-ml-glass-bottle-white-vintage-style-sprayer-with-tassel-shiny-silver-collar,,,/Users/jordanrichter/.codex/worktrees/cc9c/Best-Bottles-Website-02-20-2026/dist/paper-doll/cylinder-complete/plates/cylinder-50ml-clear-18-415/GBCyl50AnSpTslWht.front-on.webp,
GBCyl50AnSpWht,kd71jmqkp8gjbkah3v9sj2a28s81vsek,cylinder-50ml-clear-18-415,validated_local,reviewed-body-anchor,https://www.bestbottles.com/product/cylinder-design-50-ml-glass-bottle-white-vintage-style-bulb-sprayer-shiny-silver-collar-cap,,,/Users/jordanrichter/.codex/worktrees/cc9c/Best-Bottles-Website-02-20-2026/dist/paper-doll/cylinder-complete/plates/cylinder-50ml-clear-18-415/GBCyl50AnSpWht.front-on.webp,Merged master PSD
GBCyl50RdcrBlkLthr,kd790qbvghy17a69jb94zxer7s81t07z,cylinder-50ml-clear-18-415,validated_local,validated-master-reuse,https://www.bestbottles.com/product/cylinder-design-50-ml-glass-bottle-reducer-black-faux-leather-cap,,,/Users/jordanrichter/.codex/worktrees/cc9c/Best-Bottles-Website-02-20-2026/dist/paper-doll/cylinder-complete/plates/cylinder-50ml-clear-18-415/GBCyl50RdcrBlkLthr.front-on.webp,
GBCyl50RdcrBrwnLthr,kd7d0e21qfq0hn6y0z5qke8kh581v8pv,cylinder-50ml-clear-18-415,validated_local,validated-master-reuse,https://www.bestbottles.com/product/cylinder-design-50-ml-glass-bottle-reducer-brown-faux-leather-cap,,,/Users/jordanrichter/.codex/worktrees/cc9c/Best-Bottles-Website-02-20-2026/dist/paper-doll/cylinder-complete/plates/cylinder-50ml-clear-18-415/GBCyl50RdcrBrwnLthr.front-on.webp,
GBCyl50RdcrIvyLthr,kd704b26xxqzn4ts04rz812m3d81v9rs,cylinder-50ml-clear-18-415,validated_local,validated-master-reuse,https://www.bestbottles.com/product/cylinder-design-50-ml-glass-bottle-reducer-ivory-faux-leather-cap,,,/Users/jordanrichter/.codex/worktrees/cc9c/Best-Bottles-Website-02-20-2026/dist/paper-doll/cylinder-complete/plates/cylinder-50ml-clear-18-415/GBCyl50RdcrIvyLthr.front-on.webp,
GBCyl50RdcrLBrwnLthr,kd7ag2j82sr6aqegy3nggx6ftx81tsd0,cylinder-50ml-clear-18-415,validated_local,validated-master-reuse,https://www.bestbottles.com/product/cylinder-design-50-ml-glass-bottle-reducer-light-brown-faux-leather-cap,,,/Users/jordanrichter/.codex/worktrees/cc9c/Best-Bottles-Website-02-20-2026/dist/paper-doll/cylinder-complete/plates/cylinder-50ml-clear-18-415/GBCyl50RdcrLBrwnLthr.front-on.webp,
GBCyl50RdcrMtSl,kd7ezyx761v45c0e7vb1ssra8581vvx4,cylinder-50ml-clear-18-415,validated_local,validated-master-reuse,https://www.bestbottles.com/product/cylinder-design-50-ml-glass-bottle-reducer-silver-matte-cap,,,/Users/jordanrichter/.codex/worktrees/cc9c/Best-Bottles-Website-02-20-2026/dist/paper-doll/cylinder-complete/plates/cylinder-50ml-clear-18-415/GBCyl50RdcrMtSl.front-on.webp,
GBCyl50RdcrMtSlTall,kd7bgvwpk49qkh5s1974wpa9j581v3q5,cylinder-50ml-clear-18-415,validated_local,validated-master-reuse,https://www.bestbottles.com/product/cylinder-design-50-ml-glass-bottle-reducer-tall-silver-matte-cap,,,/Users/jordanrichter/.codex/worktrees/cc9c/Best-Bottles-Website-02-20-2026/dist/paper-doll/cylinder-complete/plates/cylinder-50ml-clear-18-415/GBCyl50RdcrMtSlTall.front-on.webp,
GBCyl50RdcrPnkLthr,kd7dk2y8wkxda01kmhg5e09nfn81txpe,cylinder-50ml-clear-18-415,validated_local,validated-master-reuse,https://www.bestbottles.com/product/cylinder-design-50-ml-glass-bottle-reducer-pink-faux-leather-cap,,,/Users/jordanrichter/.codex/worktrees/cc9c/Best-Bottles-Website-02-20-2026/dist/paper-doll/cylinder-complete/plates/cylinder-50ml-clear-18-415/GBCyl50RdcrPnkLthr.front-on.webp,
GBCyl50RdcrShnBlk,kd7ahj8trp70z9z2g2w9v1xexx81vh98,cylinder-50ml-clear-18-415,validated_local,validated-master-reuse,https://www.bestbottles.com/product/cylinder-design-50-ml-glass-bottle-reducer-black-shiny-cap,,,/Users/jordanrichter/.codex/worktrees/cc9c/Best-Bottles-Website-02-20-2026/dist/paper-doll/cylinder-complete/plates/cylinder-50ml-clear-18-415/GBCyl50RdcrShnBlk.front-on.webp,
GBCyl50RdcrShnBlkTall,kd71ez010rag0na88zp5p45tb981tn6b,cylinder-50ml-clear-18-415,validated_local,reviewed-body-anchor,https://www.bestbottles.com/product/cylinder-design-50-ml-glass-bottle-reducer-tall-black-shiny-cap,,,/Users/jordanrichter/.codex/worktrees/cc9c/Best-Bottles-Website-02-20-2026/dist/paper-doll/cylinder-complete/plates/cylinder-50ml-clear-18-415/GBCyl50RdcrShnBlkTall.front-on.webp,Merged master PSD
GBCyl50RdcrShnGl,kd77ssd028gbq1c8mfavgqdfgd81t43t,cylinder-50ml-clear-18-415,validated_local,validated-master-reuse,https://www.bestbottles.com/product/cylinder-design-50-ml-glass-bottle-reducer-shiny-gold-cap,,,/Users/jordanrichter/.codex/worktrees/cc9c/Best-Bottles-Website-02-20-2026/dist/paper-doll/cylinder-complete/plates/cylinder-50ml-clear-18-415/GBCyl50RdcrShnGl.front-on.webp,
GBCyl50RdcrShnSl,kd7epkn0a6dkexffx9hm8403x981th21,cylinder-50ml-clear-18-415,validated_local,validated-master-reuse,https://www.bestbottles.com/product/cylinder-design-50-ml-glass-bottle-reducer-shiny-silver-cap,,,/Users/jordanrichter/.codex/worktrees/cc9c/Best-Bottles-Website-02-20-2026/dist/paper-doll/cylinder-complete/plates/cylinder-50ml-clear-18-415/GBCyl50RdcrShnSl.front-on.webp,
GBCyl50RdcrWht,kd7c3q3tvj420nnw5xj1as5b7581vwtj,cylinder-50ml-clear-18-415,validated_local,validated-master-reuse,https://www.bestbottles.com/product/cylinder-design-50-ml-glass-bottle-reducer-white-cap,,,/Users/jordanrichter/.codex/worktrees/cc9c/Best-Bottles-Website-02-20-2026/dist/paper-doll/cylinder-complete/plates/cylinder-50ml-clear-18-415/GBCyl50RdcrWht.front-on.webp,
GBCyl50SpryCu,kd7ecrv80zn0g2fx03j9eg671n81v5f1,cylinder-50ml-clear-18-415,validated_local,validated-master-reuse,https://www.bestbottles.com/product/cylinder-design-50-ml-glass-bottle-matte-copper-spray-and-cap,,,/Users/jordanrichter/.codex/worktrees/cc9c/Best-Bottles-Website-02-20-2026/dist/paper-doll/cylinder-complete/plates/cylinder-50ml-clear-18-415/GBCyl50SpryCu.front-on.webp,
GBCyl50SpryMtGl,kd7cd1nrtywkgfn7dy710nv9w981vdgw,cylinder-50ml-clear-18-415,validated_local,validated-master-reuse,https://www.bestbottles.com/product/cylinder-design-50-ml-glass-bottle-matte-gold-spray-pump-and-cap,,,/Users/jordanrichter/.codex/worktrees/cc9c/Best-Bottles-Website-02-20-2026/dist/paper-doll/cylinder-complete/plates/cylinder-50ml-clear-18-415/GBCyl50SpryMtGl.front-on.webp,
GBCyl50SpryMtSl,kd78ew2ax75dpqsm1qvz0wx2a981t4x3,cylinder-50ml-clear-18-415,validated_local,validated-master-reuse,https://www.bestbottles.com/product/cylinder-design-50-ml-glass-bottle-matte-silver-spray-pump-and-cap,,,/Users/jordanrichter/.codex/worktrees/cc9c/Best-Bottles-Website-02-20-2026/dist/paper-doll/cylinder-complete/plates/cylinder-50ml-clear-18-415/GBCyl50SpryMtSl.front-on.webp,
GBCyl50SpryShnBlk,kd7es946cb7brrapj4ee51t1nx81t5ak,cylinder-50ml-clear-18-415,validated_local,validated-master-reuse,https://www.bestbottles.com/product/cylinder-design-50-ml-glass-bottle-shiny-black-spray-pump-and-cap,,,/Users/jordanrichter/.codex/worktrees/cc9c/Best-Bottles-Website-02-20-2026/dist/paper-doll/cylinder-complete/plates/cylinder-50ml-clear-18-415/GBCyl50SpryShnBlk.front-on.webp,
GBCyl50SpryShnGl,kd774jh7aebvz9nx24k6kr8dw181vctb,cylinder-50ml-clear-18-415,validated_local,validated-master-reuse,https://www.bestbottles.com/product/cylinder-design-50-ml-glass-bottle-shiny-gold-spray-pump-and-cap,,,/Users/jordanrichter/.codex/worktrees/cc9c/Best-Bottles-Website-02-20-2026/dist/paper-doll/cylinder-complete/plates/cylinder-50ml-clear-18-415/GBCyl50SpryShnGl.front-on.webp,
GBCyl50SpryShnSl,kd79ge7sxdcxz6y20ftgvckr8981t400,cylinder-50ml-clear-18-415,validated_local,validated-master-reuse,https://www.bestbottles.com/product/cylinder-design-50-ml-glass-bottle-shiny-silver-spray-and-cap,,,/Users/jordanrichter/.codex/worktrees/cc9c/Best-Bottles-Website-02-20-2026/dist/paper-doll/cylinder-complete/plates/cylinder-50ml-clear-18-415/GBCyl50SpryShnSl.front-on.webp,
LBCyl50LtnClOvrCap,kd70aedyemdpf5pmjnhybw0vqd81tnpp,cylinder-50ml-clear-18-415,validated_local,validated-master-reuse,https://www.bestbottles.com/product/cylinder-design-50-ml-glass-bottle-clear-over-the-cap-lotion-pump-matte-silver-collar-cap,,,/Users/jordanrichter/.codex/worktrees/cc9c/Best-Bottles-Website-02-20-2026/dist/paper-doll/cylinder-complete/plates/cylinder-50ml-clear-18-415/LBCyl50LtnClOvrCap.front-on.webp,
LBCyl50LtnCu,kd7eb9hws4xcrxyzm90f4ab2p181tm9j,cylinder-50ml-clear-18-415,validated_local,validated-master-reuse,https://www.bestbottles.com/product/cylinder-design-50-ml-glass-bottle-matte-copper-lotion-pump-and-cap,,,/Users/jordanrichter/.codex/worktrees/cc9c/Best-Bottles-Website-02-20-2026/dist/paper-doll/cylinder-complete/plates/cylinder-50ml-clear-18-415/LBCyl50LtnCu.front-on.webp,
LBCyl50LtnMtGl,kd780qrmyht36zm9yyfw72c4v181ta94,cylinder-50ml-clear-18-415,validated_local,validated-master-reuse,https://www.bestbottles.com/product/cylinder-design-50-ml-glass-bottle-matte-gold-lotion-pump-and-cap,,,/Users/jordanrichter/.codex/worktrees/cc9c/Best-Bottles-Website-02-20-2026/dist/paper-doll/cylinder-complete/plates/cylinder-50ml-clear-18-415/LBCyl50LtnMtGl.front-on.webp,
LBCyl50LtnMtSl,kd78d1eka7sn4k2ssg961b3s8981t56a,cylinder-50ml-clear-18-415,validated_local,validated-master-reuse,https://www.bestbottles.com/product/cylinder-design-50-ml-glass-bottle-matte-silver-lotion-pump-and-cap,,,/Users/jordanrichter/.codex/worktrees/cc9c/Best-Bottles-Website-02-20-2026/dist/paper-doll/cylinder-complete/plates/cylinder-50ml-clear-18-415/LBCyl50LtnMtSl.front-on.webp,
LBCyl50LtnShnBlk,kd7dqcvxhc1czf82qyd1jzq5j981vryr,cylinder-50ml-clear-18-415,validated_local,validated-master-reuse,https://www.bestbottles.com/product/cylinder-design-50-ml-glass-bottle-shiny-black-lotion-pump-and-cap,,,/Users/jordanrichter/.codex/worktrees/cc9c/Best-Bottles-Website-02-20-2026/dist/paper-doll/cylinder-complete/plates/cylinder-50ml-clear-18-415/LBCyl50LtnShnBlk.front-on.webp,
LBCyl50LtnShnGl,kd7czzzexd30y3vae6sjpt7s9181vgrn,cylinder-50ml-clear-18-415,validated_local,validated-master-reuse,https://www.bestbottles.com/product/cylinder-design-50-ml-glass-bottle-shiny-gold-lotion-pump-and-cap,,,/Users/jordanrichter/.codex/worktrees/cc9c/Best-Bottles-Website-02-20-2026/dist/paper-doll/cylinder-complete/plates/cylinder-50ml-clear-18-415/LBCyl50LtnShnGl.front-on.webp,
LBCyl50LtnShnSl,kd74p60j74xecgqepthd38bx8981vq9s,cylinder-50ml-clear-18-415,validated_local,validated-master-reuse,https://www.bestbottles.com/product/cylinder-design-50-ml-glass-bottle-shiny-silver-lotion-pump-and-cap,,,/Users/jordanrichter/.codex/worktrees/cc9c/Best-Bottles-Website-02-20-2026/dist/paper-doll/cylinder-complete/plates/cylinder-50ml-clear-18-415/LBCyl50LtnShnSl.front-on.webp,
GBCyl5BlkShSht,kd7ebcj09nymrqvj8xdtj5bh9n8dnvtc,cylinder-5ml-clear-13-415,validated_local,reviewed-body-anchor,https://www.bestbottles.com/all-bottles/option_details.php?items_count=1&OPTinv_id=1883,Reconcile catalog capacity/group before publication,Confirmed 5 mL identity; production capacity remains 5.5,/Users/jordanrichter/.codex/worktrees/cc9c/Best-Bottles-Website-02-20-2026/dist/paper-doll/cylinder-complete/plates/cylinder-5ml-clear-13-415/GBCyl5BlkShSht.front-on.webp,Legacy raster; canvas size does not increase source detail
GBCyl5BlkSht,kd76f83x5k0rm5cxek4qrb4dnn81t8h2,cylinder-5ml-clear-13-415,validated_local,validated-master-reuse,https://www.bestbottles.com/all-bottles/option_details.php?items_count=1&OPTinv_id=4095,,,/Users/jordanrichter/.codex/worktrees/cc9c/Best-Bottles-Website-02-20-2026/dist/paper-doll/cylinder-complete/plates/cylinder-5ml-clear-13-415/GBCyl5BlkSht.front-on.webp,
GBCyl5CuSht,kd7cre6c3jxryfddgcqe54abx98dn37f,cylinder-5ml-clear-13-415,validated_local,reviewed-body-anchor,https://www.bestbottles.com/all-bottles/option_details.php?items_count=1&OPTinv_id=3989,Reconcile catalog capacity/group before publication,Confirmed 5 mL identity; production capacity remains 5.5,/Users/jordanrichter/.codex/worktrees/cc9c/Best-Bottles-Website-02-20-2026/dist/paper-doll/cylinder-complete/plates/cylinder-5ml-clear-13-415/GBCyl5CuSht.front-on.webp,Legacy raster; canvas size does not increase source detail
GBCyl5Gl,kd723254xprbnv8hcqcqq6ye6h81tkp7,cylinder-5ml-clear-13-415,validated_local,validated-master-reuse,https://www.bestbottles.com/all-bottles/option_details.php?items_count=1&OPTinv_id=1884,,,/Users/jordanrichter/.codex/worktrees/cc9c/Best-Bottles-Website-02-20-2026/dist/paper-doll/cylinder-complete/plates/cylinder-5ml-clear-13-415/GBCyl5Gl.front-on.webp,
GBCyl5GlMattSht,kd7a8rymbmmebhqr3cqp5zr2pd8dmxn0,cylinder-5ml-clear-13-415,validated_local,reviewed-body-anchor,https://www.bestbottles.com/all-bottles/option_details.php?items_count=1&OPTinv_id=3990,Reconcile catalog capacity/group before publication,Confirmed 5 mL identity; production capacity remains 5.5,/Users/jordanrichter/.codex/worktrees/cc9c/Best-Bottles-Website-02-20-2026/dist/paper-doll/cylinder-complete/plates/cylinder-5ml-clear-13-415/GBCyl5GlMattSht.front-on.webp,Legacy raster; canvas size does not increase source detail
GBCyl5GlSht,kd78yes30f1shc2pgm8mgtv0q58dnhn7,cylinder-5ml-clear-13-415,validated_local,reviewed-body-anchor,https://www.bestbottles.com/all-bottles/option_details.php?items_count=1&OPTinv_id=3964,Reconcile catalog capacity/group before publication,Confirmed 5 mL identity; production capacity remains 5.5,/Users/jordanrichter/.codex/worktrees/cc9c/Best-Bottles-Website-02-20-2026/dist/paper-doll/cylinder-complete/plates/cylinder-5ml-clear-13-415/GBCyl5GlSht.front-on.webp,Legacy raster; canvas size does not increase source detail
GBCyl5MtlRollBlkDot,kd7743q97y7560xrm7hw51ykf581vcx6,cylinder-5ml-clear-13-415,validated_local,validated-master-reuse,https://www.bestbottles.com/product/cylinder-design-5-ml-glass-bottle-metal-roller-ball-plug-black-shiny-cap-with-dots,,,/Users/jordanrichter/.codex/worktrees/cc9c/Best-Bottles-Website-02-20-2026/dist/paper-doll/cylinder-complete/plates/cylinder-5ml-clear-13-415/GBCyl5MtlRollBlkDot.front-on.webp,
GBCyl5MtlRollBlkSh,kd796jw7dwy8kftcha6xffew6n81vdhn,cylinder-5ml-clear-13-415,validated_local,validated-master-reuse,https://www.bestbottles.com/product/cylinder-design-5-ml-glass-bottle-metal-roller-ball-plug-black-shiny-cap,,,/Users/jordanrichter/.codex/worktrees/cc9c/Best-Bottles-Website-02-20-2026/dist/paper-doll/cylinder-complete/plates/cylinder-5ml-clear-13-415/GBCyl5MtlRollBlkSh.front-on.webp,
GBCyl5MtlRollCuMatt,kd7fhkkjnz4v0svv49j9zp5vy581tgam,cylinder-5ml-clear-13-415,validated_local,validated-master-reuse,https://www.bestbottles.com/product/cylinder-design-5-ml-glass-bottle-metal-roller-ball-plug-matte-copper-cap,,,/Users/jordanrichter/.codex/worktrees/cc9c/Best-Bottles-Website-02-20-2026/dist/paper-doll/cylinder-complete/plates/cylinder-5ml-clear-13-415/GBCyl5MtlRollCuMatt.front-on.webp,
GBCyl5MtlRollGlMatt,kd75y2gdb2z9w4yems59mssvs581tnjf,cylinder-5ml-clear-13-415,validated_local,validated-master-reuse,https://www.bestbottles.com/product/cylinder-design-5-ml-glass-bottle-metal-roller-ball-plug-matte-gold-cap,,,/Users/jordanrichter/.codex/worktrees/cc9c/Best-Bottles-Website-02-20-2026/dist/paper-doll/cylinder-complete/plates/cylinder-5ml-clear-13-415/GBCyl5MtlRollGlMatt.front-on.webp,
GBCyl5MtlRollGlSh,kd7c1ss7dpf0xgsaenw3q7c5fd81vvr7,cylinder-5ml-clear-13-415,validated_local,validated-master-reuse,https://www.bestbottles.com/product/cylinder-design-5-ml-glass-bottle-metal-roller-ball-plug-shiny-gold-cap,,,/Users/jordanrichter/.codex/worktrees/cc9c/Best-Bottles-Website-02-20-2026/dist/paper-doll/cylinder-complete/plates/cylinder-5ml-clear-13-415/GBCyl5MtlRollGlSh.front-on.webp,
GBCyl5MtlRollPinkDot,kd75ppshc12cx0t32brs3hd34d81v522,cylinder-5ml-clear-13-415,validated_local,validated-master-reuse,https://www.bestbottles.com/product/cylinder-design-5-ml-glass-bottle-metal-roller-ball-plug-pink-cap-with-dots,,,/Users/jordanrichter/.codex/worktrees/cc9c/Best-Bottles-Website-02-20-2026/dist/paper-doll/cylinder-complete/plates/cylinder-5ml-clear-13-415/GBCyl5MtlRollPinkDot.front-on.webp,
GBCyl5MtlRollSlDot,kd790ch5jhz79n76194b405jxn81t84e,cylinder-5ml-clear-13-415,validated_local,validated-master-reuse,https://www.bestbottles.com/product/cylinder-design-5-ml-glass-bottle-metal-roller-ball-plug-silver-cap-with-dots,,,/Users/jordanrichter/.codex/worktrees/cc9c/Best-Bottles-Website-02-20-2026/dist/paper-doll/cylinder-complete/plates/cylinder-5ml-clear-13-415/GBCyl5MtlRollSlDot.front-on.webp,
GBCyl5MtlRollSlMatt,kd79tbgyyzsf9qvt7t211gkkw981tqky,cylinder-5ml-clear-13-415,validated_local,validated-master-reuse,https://www.bestbottles.com/product/cylinder-design-5-ml-glass-bottle-metal-roller-ball-plug-matte-silver-cap,,,/Users/jordanrichter/.codex/worktrees/cc9c/Best-Bottles-Website-02-20-2026/dist/paper-doll/cylinder-complete/plates/cylinder-5ml-clear-13-415/GBCyl5MtlRollSlMatt.front-on.webp,
GBCyl5MtlRollSlSh,kd79r4trjjqz41bqywa713c1y581v23s,cylinder-5ml-clear-13-415,validated_local,validated-master-reuse,https://www.bestbottles.com/product/cylinder-design-5-ml-glass-bottle-metal-roller-ball-plug-shiny-silver-cap,,,/Users/jordanrichter/.codex/worktrees/cc9c/Best-Bottles-Website-02-20-2026/dist/paper-doll/cylinder-complete/plates/cylinder-5ml-clear-13-415/GBCyl5MtlRollSlSh.front-on.webp,
GBCyl5RollBlkDot,kd75w2scyxch9gdydvw5ry9c9981tzym,cylinder-5ml-clear-13-415,validated_local,validated-master-reuse,https://www.bestbottles.com/product/cylinder-design-5-ml-glass-bottle-plastic-roller-ball-plug-black-shiny-cap-with-dots,,,/Users/jordanrichter/.codex/worktrees/cc9c/Best-Bottles-Website-02-20-2026/dist/paper-doll/cylinder-complete/plates/cylinder-5ml-clear-13-415/GBCyl5RollBlkDot.front-on.webp,
GBCyl5RollBlkSh,kd72rnyy2z37h9kwxhsgsqazen81tjht,cylinder-5ml-clear-13-415,validated_local,reviewed-body-anchor,https://www.bestbottles.com/product/cylinder-design-5-ml-glass-bottle-plastic-roller-ball-plug-black-shiny-cap,,,/Users/jordanrichter/.codex/worktrees/cc9c/Best-Bottles-Website-02-20-2026/dist/paper-doll/cylinder-complete/plates/cylinder-5ml-clear-13-415/GBCyl5RollBlkSh.front-on.webp,Legacy raster; canvas size does not increase source detail
GBCyl5RollCuMatt,kd7chww6frred7jecd88wekx0x81t5gv,cylinder-5ml-clear-13-415,validated_local,reviewed-body-anchor,https://www.bestbottles.com/product/cylinder-design-5-ml-glass-bottle-plastic-roller-ball-plug-matte-copper-cap,,,/Users/jordanrichter/.codex/worktrees/cc9c/Best-Bottles-Website-02-20-2026/dist/paper-doll/cylinder-complete/plates/cylinder-5ml-clear-13-415/GBCyl5RollCuMatt.front-on.webp,Legacy raster; canvas size does not increase source detail
GBCyl5RollGlMatt,kd78y78kzaf67zb0aps1ereqhx81tmgs,cylinder-5ml-clear-13-415,validated_local,reviewed-body-anchor,https://www.bestbottles.com/product/cylinder-design-5-ml-glass-bottle-plastic-roller-ball-plug-matte-gold-cap,,,/Users/jordanrichter/.codex/worktrees/cc9c/Best-Bottles-Website-02-20-2026/dist/paper-doll/cylinder-complete/plates/cylinder-5ml-clear-13-415/GBCyl5RollGlMatt.front-on.webp,Legacy raster; canvas size does not increase source detail
GBCyl5RollGlSh,kd75p31ad5y31fbyqmsrgskbfx81vzsa,cylinder-5ml-clear-13-415,validated_local,reviewed-body-anchor,https://www.bestbottles.com/product/cylinder-design-5-ml-glass-bottle-plastic-roller-ball-plug-shiny-gold-cap,,,/Users/jordanrichter/.codex/worktrees/cc9c/Best-Bottles-Website-02-20-2026/dist/paper-doll/cylinder-complete/plates/cylinder-5ml-clear-13-415/GBCyl5RollGlSh.front-on.webp,Legacy raster; canvas size does not increase source detail
